purchase_count,car_make,car_model,car_price,car_year,car_type,car_color,number_of_doors,car_condition,fuel_type,transmission_type
11,Audi,A1,42514,2024,Combie,Blue,5,Used,Gasoline,Automatic
47,Audi,A1,41078,2024,Sedan,Blue,3,New,Gasoline,Automatic
34,BMW,7 series,56895,2024,Hatchback,Black,3,Used,Gasoline,Manual
18,BMW,X3,37589,2024,SUV,Silver,3,New,Gasoline,Automatic
13,Mercedes-Benz,C-Class,42690,2024,Sedan,Gray,5,New,Diesel,Manual
24,Audi,A8,53809,2024,Truck,White,3,Used,Electric,Manual
5,BMW,X3,18391,2024,Combie,Red,3,New,Diesel,Manual
28,BMW,X6,29319,2024,Truck,Black,5,New,Diesel,Manual
46,Audi,A5,44892,2024,Hatchback,White,5,Used,Diesel,Automatic
3,Audi,A6,50938,2024,Coupe,Black,3,Used,Diesel,Automatic
25,Mercedes-Benz,R-Class,31503,2024,Truck,Red,3,New,Diesel,Manual
42,BMW,7 series,51030,2024,SUV,Red,5,New,Gasoline,Manual
7,Audi,A8,39036,2024,SUV,Silver,3,New,Gasoline,Automatic
34,Audi,A3,20922,2024,Hatchback,Gray,5,Used,Diesel,Automatic
34,Audi,Q7,48656,2024,Coupe,Gray,5,Used,Diesel,Automatic
45,Mercedes-Benz,Vito,37283,2024,Sedan,Silver,3,Used,Diesel,Manual
1,BMW,X5,41117,2024,Combie,Silver,3,New,Diesel,Manual
39,BMW,X1,41881,2024,Hatchback,Black,5,Used,Gasoline,Manual
26,BMW,6 series,57982,2024,Combie,Blue,3,Used,Electric,Manual
36,Audi,Q7,28678,2024,Combie,Black,5,New,Gasoline,Automatic
32,Mercedes-Benz,S-Class,56458,2024,Truck,White,5,New,Gasoline,Automatic
7,Audi,A8,50885,2024,Hatchback,Blue,3,Used,Gasoline,Automatic
4,Audi,A3,17982,2024,Truck,Silver,3,New,Diesel,Manual
25,Audi,A7,48373,2024,Hatchback,Gray,3,New,Gasoline,Automatic
38,BMW,3 Series,43109,2024,Sedan,Red,3,Used,Hybrid,Automatic
41,Mercedes-Benz,E-Class,27221,2024,SUV,Gray,5,New,Diesel,Automatic
34,Mercedes-Benz,A-Class,16537,2024,Combie,Gray,5,Used,Gasoline,Automatic
27,BMW,X3,53202,2024,Hatchback,Silver,5,Used,Diesel,Manual
18,BMW,Ix1,48408,2024,Sedan,Gray,3,Used,Gasoline,Manual
37,Mercedes-Benz,E-Class,59498,2024,Truck,Red,3,Used,Gasoline,Automatic
49,Mercedes-Benz,Vito,20190,2024,Coupe,Silver,3,Used,Gasoline,Automatic
14,BMW,6 series,29446,2024,Truck,Silver,5,New,Hybrid,Automatic
1,Mercedes-Benz,C-Class,35367,2024,Hatchback,White,5,Used,Diesel,Automatic
36,Mercedes-Benz,R-Class,54729,2024,Hatchback,Gray,5,Used,Hybrid,Manual
4,Audi,Q3,42727,2024,Sedan,Blue,5,Used,Gasoline,Automatic
34,Audi,A8,48468,2024,Hatchback,White,5,New,Electric,Manual
32,BMW,1 Series,43555,2024,Coupe,White,5,New,Gasoline,Manual
28,BMW,X5,22252,2024,SUV,Silver,5,Used,Electric,Automatic
11,BMW,X3,58380,2024,Truck,Gray,5,New,Electric,Automatic
26,BMW,X6,43375,2024,Sedan,Gray,3,New,Diesel,Automatic
35,BMW,5 series,37201,2024,Coupe,Red,3,Used,Gasoline,Manual
25,BMW,6 series,41694,2024,SUV,Black,5,New,Gasoline,Automatic
9,Mercedes-Benz,Vito,34564,2024,Sedan,Blue,3,Used,Gasoline,Automatic
35,BMW,Ix1,59589,2024,Combie,Blue,3,Used,Gasoline,Automatic
47,BMW,7 series,44744,2024,Sedan,Black,3,Used,Electric,Automatic
4,Mercedes-Benz,B-Class,47724,2024,Coupe,Black,3,Used,Electric,Manual
6,Mercedes-Benz,S-Class,45243,2024,Coupe,Black,5,New,Gasoline,Manual
23,Mercedes-Benz,A-Class,55987,2024,SUV,Black,3,New,Diesel,Automatic
11,BMW,X5,18547,2024,Coupe,Black,5,Used,Gasoline,Automatic
41,Audi,A7,44849,2024,Hatchback,Red,3,New,Electric,Manual
38,BMW,X3,26207,2024,Hatchback,Gray,3,Used,Gasoline,Manual
17,BMW,Ix1,57020,2024,Sedan,White,3,Used,Gasoline,Automatic
34,BMW,6 series,30585,2024,Combie,Red,5,Used,Diesel,Manual
17,Mercedes-Benz,B-Class,32033,2024,Hatchback,Red,3,New,Gasoline,Automatic
1,Audi,A5,51611,2024,Truck,White,3,New,Gasoline,Manual
48,BMW,1 Series,44725,2024,Coupe,Red,5,Used,Electric,Manual
30,BMW,Ix1,40786,2024,SUV,White,3,New,Diesel,Manual
5,Mercedes-Benz,G-Class,55984,2024,Combie,Red,5,New,Gasoline,Manual
25,Mercedes-Benz,CLA,59942,2024,Truck,White,5,Used,Gasoline,Manual
20,Mercedes-Benz,A-Class,40143,2024,SUV,Blue,5,New,Gasoline,Manual
25,Audi,Q7,30095,2024,SUV,Blue,5,New,Gasoline,Automatic
31,Audi,A5,22969,2024,Coupe,Red,3,New,Gasoline,Automatic
34,Mercedes-Benz,C-Class,29398,2024,Coupe,Black,3,New,Diesel,Automatic
10,Audi,A5,53578,2024,Truck,White,5,Used,Diesel,Automatic
37,Audi,A7,49217,2024,Combie,Gray,3,Used,Diesel,Automatic
38,Audi,A4,47254,2024,SUV,Blue,3,Used,Electric,Manual
1,Mercedes-Benz,GLC,15508,2024,Truck,Silver,3,New,Gasoline,Manual
37,Mercedes-Benz,E-Class,42689,2024,Coupe,Black,3,Used,Gasoline,Manual
5,BMW,1 Series,50054,2024,Coupe,White,3,New,Gasoline,Automatic
9,Mercedes-Benz,CLA,23102,2024,SUV,White,3,Used,Gasoline,Automatic
26,Mercedes-Benz,C-Class,29829,2024,Coupe,White,5,Used,Gasoline,Manual
32,Audi,A8,33120,2024,SUV,White,5,New,Diesel,Automatic
47,Mercedes-Benz,G-Class,57616,2024,Sedan,Blue,5,New,Gasoline,Automatic
48,Audi,Q5,51862,2024,Coupe,Red,3,New,Gasoline,Manual
40,BMW,6 series,21999,2024,Sedan,White,3,Used,Gasoline,Manual
5,Mercedes-Benz,A-Class,20279,2024,Coupe,Red,3,New,Electric,Manual
1,Audi,Q5,35868,2024,Hatchback,Blue,5,New,Diesel,Manual
25,Audi,A4,28181,2024,Combie,Red,3,New,Diesel,Automatic
18,Audi,A1,46590,2024,Coupe,Silver,3,New,Gasoline,Manual
26,Mercedes-Benz,Vito,52392,2024,Hatchback,Blue,5,New,Diesel,Automatic
41,Mercedes-Benz,Vito,20428,2024,Combie,White,3,New,Gasoline,Automatic
25,Audi,A3,23298,2024,Hatchback,Gray,3,Used,Electric,Manual
34,BMW,1 Series,22308,2024,Combie,Silver,5,New,Gasoline,Manual
8,Mercedes-Benz,CLA,34468,2024,Sedan,Silver,3,Used,Gasoline,Manual
4,BMW,1 Series,35720,2024,Hatchback,White,5,Used,Gasoline,Manual
36,Audi,A6,28563,2024,Hatchback,Blue,5,New,Gasoline,Manual
32,BMW,X3,47383,2024,Hatchback,Blue,5,New,Gasoline,Manual
30,Audi,Q3,25149,2024,SUV,Red,3,Used,Diesel,Manual
3,BMW,6 series,57403,2024,Combie,White,5,New,Diesel,Manual
50,BMW,X5,52048,2024,Sedan,Red,5,New,Diesel,Manual
4,BMW,X6,58966,2024,SUV,White,3,New,Gasoline,Manual
39,Audi,A7,28906,2024,SUV,Gray,3,New,Gasoline,Manual
48,BMW,3 Series,31791,2024,Combie,Blue,3,Used,Gasoline,Manual
27,Audi,A8,39810,2024,Coupe,Black,3,Used,Gasoline,Manual
36,Audi,Q5,43481,2024,Truck,Red,3,New,Diesel,Automatic
37,Mercedes-Benz,B-Class,51865,2024,Hatchback,Blue,3,New,Gasoline,Manual
8,BMW,X1,29762,2024,Hatchback,Silver,3,New,Diesel,Automatic
48,Audi,A1,19811,2024,Truck,Blue,3,Used,Gasoline,Automatic
21,Mercedes-Benz,G-Class,45709,2024,Combie,Black,5,New,Gasoline,Automatic
19,BMW,3 Series,45210,2024,Truck,Black,5,New,Diesel,Automatic
29,Mercedes-Benz,Vito,29399,2024,Sedan,Red,5,Used,Diesel,Manual
26,Audi,A3,44713,2024,Coupe,Red,5,New,Diesel,Automatic
25,BMW,X6,22002,2024,Combie,Red,3,New,Diesel,Manual
46,Audi,A1,23171,2024,Combie,Silver,5,Used,Diesel,Automatic
27,Mercedes-Benz,GLC,23989,2024,Truck,Gray,5,New,Gasoline,Manual
35,Audi,Q5,34014,2024,Combie,Silver,5,New,Diesel,Automatic
30,Mercedes-Benz,S-Class,57786,2024,SUV,White,5,New,Gasoline,Manual
44,Audi,A3,22726,2024,Combie,White,5,New,Gasoline,Manual
21,Audi,A6,47824,2024,Hatchback,Silver,3,Used,Electric,Manual
22,Mercedes-Benz,R-Class,41963,2024,Sedan,Red,3,Used,Gasoline,Manual
35,Mercedes-Benz,B-Class,25760,2024,Hatchback,Gray,5,Used,Gasoline,Manual
46,Audi,A5,41712,2024,Coupe,Black,3,New,Gasoline,Manual
41,Mercedes-Benz,A-Class,22228,2024,Sedan,Silver,5,Used,Diesel,Manual
46,BMW,3 Series,35429,2024,Sedan,Blue,3,New,Gasoline,Automatic
10,Audi,Q7,56568,2024,Sedan,Red,5,Used,Diesel,Automatic
10,Mercedes-Benz,S-Class,59458,2024,SUV,Blue,5,New,Diesel,Automatic
27,BMW,X3,20243,2024,Truck,White,5,Used,Electric,Manual
3,Audi,A8,48683,2024,Truck,Black,3,Used,Electric,Automatic
30,Mercedes-Benz,GLC,50597,2024,Hatchback,Blue,5,Used,Electric,Manual
8,Mercedes-Benz,GLC,54457,2024,Combie,Silver,3,New,Diesel,Manual
5,Audi,A4,37428,2024,Truck,White,5,New,Gasoline,Manual
17,Mercedes-Benz,Vito,26438,2024,Truck,Silver,3,Used,Gasoline,Manual
32,BMW,5 series,54358,2024,Truck,Red,3,New,Gasoline,Automatic
9,Audi,A3,59295,2024,Truck,Black,5,Used,Diesel,Automatic
26,Mercedes-Benz,E-Class,46654,2024,Sedan,Gray,5,Used,Diesel,Manual
17,BMW,3 Series,51934,2024,Coupe,Blue,5,Used,Electric,Manual
15,BMW,X3,58235,2024,Coupe,Red,3,New,Gasoline,Automatic
5,Audi,A5,47348,2024,Combie,Gray,3,Used,Hybrid,Manual
37,BMW,5 series,16814,2024,Sedan,Blue,3,Used,Diesel,Manual
40,Mercedes-Benz,A-Class,24608,2024,Hatchback,Blue,5,New,Diesel,Manual
19,Audi,A8,44314,2024,Hatchback,Red,5,Used,Diesel,Automatic
3,BMW,3 Series,56965,2024,SUV,Silver,3,New,Diesel,Manual
36,Audi,A5,19757,2024,Hatchback,Blue,3,Used,Diesel,Manual
38,Mercedes-Benz,CLA,35085,2024,Combie,Red,3,New,Diesel,Automatic
49,Audi,A7,16363,2024,Sedan,White,3,Used,Gasoline,Automatic
31,Audi,A1,50598,2024,Sedan,White,3,New,Gasoline,Manual
23,Audi,A1,45865,2024,Sedan,White,5,Used,Diesel,Automatic
21,BMW,6 series,36592,2024,Hatchback,Black,3,Used,Gasoline,Manual
32,Audi,Q5,25530,2024,SUV,White,3,Used,Gasoline,Automatic
44,Mercedes-Benz,E-Class,48306,2024,Hatchback,Silver,3,New,Hybrid,Automatic
33,BMW,Ix1,57063,2024,Coupe,Black,3,Used,Gasoline,Manual
3,Audi,A1,42538,2024,Hatchback,Red,3,Used,Diesel,Manual
35,Mercedes-Benz,G-Class,43435,2024,Truck,Gray,3,New,Gasoline,Manual
2,BMW,7 series,16928,2024,Truck,Blue,3,Used,Electric,Automatic
38,Audi,A6,54664,2024,Hatchback,Gray,3,Used,Gasoline,Manual
30,BMW,X1,28764,2024,Sedan,Blue,3,Used,Diesel,Manual
4,BMW,5 series,44480,2024,Coupe,Black,3,New,Diesel,Manual
3,BMW,7 series,27901,2024,Coupe,Black,5,New,Gasoline,Automatic
2,Mercedes-Benz,S-Class,22364,2024,Coupe,Blue,5,Used,Gasoline,Manual
32,BMW,X1,55240,2024,Sedan,Red,3,Used,Diesel,Manual
20,BMW,X5,33546,2024,SUV,Black,5,New,Gasoline,Automatic
46,Mercedes-Benz,S-Class,46448,2024,SUV,Blue,5,Used,Diesel,Manual
22,BMW,1 Series,36032,2024,Sedan,Gray,5,Used,Gasoline,Automatic
1,BMW,6 series,21319,2024,Sedan,Red,3,New,Gasoline,Manual
3,BMW,X6,51885,2024,Hatchback,White,3,New,Gasoline,Automatic
11,Audi,Q3,44306,2024,Combie,White,3,Used,Gasoline,Manual
43,Audi,A1,19354,2024,Coupe,Blue,3,Used,Gasoline,Manual
33,Mercedes-Benz,G-Class,54426,2024,Combie,Silver,5,Used,Gasoline,Automatic
30,Mercedes-Benz,G-Class,45449,2024,Sedan,Blue,3,New,Electric,Manual
39,Audi,A6,28483,2024,Combie,White,5,New,Gasoline,Automatic
37,BMW,6 series,20687,2024,Hatchback,Red,5,New,Diesel,Automatic
33,BMW,3 Series,23298,2024,SUV,Black,5,New,Diesel,Automatic
47,Audi,A4,40391,2024,Coupe,Gray,3,Used,Diesel,Manual
22,Audi,A6,49229,2024,Truck,Blue,3,New,Gasoline,Manual
43,Audi,A3,53984,2024,Coupe,Red,5,Used,Gasoline,Automatic
24,Mercedes-Benz,E-Class,25561,2024,Sedan,Silver,3,New,Diesel,Manual
5,BMW,X6,57788,2024,Hatchback,Red,5,Used,Gasoline,Automatic
8,Mercedes-Benz,S-Class,36505,2024,Coupe,Silver,5,New,Diesel,Manual
33,Audi,Q7,25500,2024,SUV,Blue,5,Used,Diesel,Automatic
37,BMW,3 Series,41754,2024,Coupe,Red,5,New,Diesel,Manual
31,Mercedes-Benz,B-Class,31803,2024,Combie,Silver,5,New,Diesel,Automatic
37,BMW,Ix1,22343,2024,SUV,Silver,5,New,Gasoline,Automatic
46,BMW,7 series,19343,2024,Hatchback,Gray,3,New,Gasoline,Automatic
50,BMW,X5,48885,2024,Combie,Black,3,New,Diesel,Manual
3,BMW,5 series,29329,2024,Truck,White,5,New,Gasoline,Automatic
50,Audi,Q5,23208,2024,Hatchback,Blue,5,New,Gasoline,Manual
7,Mercedes-Benz,Vito,36783,2024,Coupe,Black,5,Used,Diesel,Manual
6,Mercedes-Benz,E-Class,42972,2024,Hatchback,Red,3,New,Diesel,Manual
6,BMW,Ix1,46016,2024,Sedan,Black,3,Used,Diesel,Automatic
1,Audi,A7,30941,2024,Hatchback,White,3,New,Gasoline,Automatic
10,BMW,X6,54875,2024,Hatchback,Red,5,Used,Gasoline,Manual
8,Audi,A7,49083,2024,Hatchback,White,3,Used,Gasoline,Manual
20,Mercedes-Benz,B-Class,40844,2024,Sedan,Gray,5,Used,Diesel,Manual
25,Audi,Q7,38781,2024,Coupe,Black,5,New,Diesel,Manual
31,Audi,Q7,21864,2024,Hatchback,Black,3,New,Gasoline,Manual
12,Audi,A8,30943,2024,Truck,Gray,3,New,Gasoline,Automatic
5,BMW,X6,24586,2024,Coupe,Blue,5,Used,Electric,Automatic
48,Mercedes-Benz,GLC,27359,2024,Coupe,Red,5,Used,Gasoline,Manual
44,BMW,X1,56557,2024,Coupe,Gray,3,Used,Electric,Manual
44,Audi,A3,17947,2024,SUV,Red,5,New,Hybrid,Automatic
14,Audi,Q3,18204,2024,Combie,Black,5,New,Gasoline,Manual
5,BMW,X5,39067,2024,SUV,Blue,5,New,Gasoline,Automatic
31,Audi,A5,37519,2024,Combie,White,5,Used,Hybrid,Manual
37,Audi,A4,44523,2024,Hatchback,Blue,3,New,Gasoline,Automatic
20,BMW,6 series,38079,2024,Coupe,White,3,New,Diesel,Automatic
49,Audi,A8,16948,2024,Sedan,Gray,3,New,Gasoline,Manual
44,BMW,7 series,39852,2024,Hatchback,White,3,New,Gasoline,Manual
23,Mercedes-Benz,R-Class,31795,2024,Coupe,Black,3,Used,Gasoline,Manual
26,Mercedes-Benz,B-Class,49221,2024,Sedan,Silver,5,Used,Diesel,Automatic
10,Mercedes-Benz,CLA,26074,2024,Coupe,Red,5,New,Gasoline,Automatic
35,Mercedes-Benz,R-Class,39684,2024,Combie,Black,3,Used,Diesel,Automatic
14,Audi,A3,30392,2024,SUV,Silver,5,New,Hybrid,Automatic
26,Audi,A7,35629,2024,Hatchback,Blue,3,Used,Gasoline,Automatic
4,Audi,Q3,19876,2024,Truck,Blue,3,New,Diesel,Automatic
32,Mercedes-Benz,GLC,25036,2024,Combie,Black,5,New,Gasoline,Manual
1,Mercedes-Benz,Vito,40744,2024,SUV,Gray,3,Used,Gasoline,Automatic
23,Mercedes-Benz,GLC,28529,2024,SUV,Silver,3,New,Electric,Manual
15,Audi,Q5,56192,2024,Combie,Gray,3,Used,Gasoline,Automatic
44,Mercedes-Benz,GLC,31829,2024,SUV,White,3,Used,Electric,Manual
38,Mercedes-Benz,CLA,25856,2024,SUV,Silver,3,New,Gasoline,Automatic
36,Mercedes-Benz,E-Class,25974,2024,Hatchback,Black,3,New,Gasoline,Automatic
31,BMW,X3,20157,2024,Hatchback,Red,5,Used,Gasoline,Manual
50,BMW,1 Series,53162,2024,Truck,White,5,Used,Electric,Manual
46,BMW,X3,58811,2024,Coupe,Red,5,Used,Diesel,Manual
48,Mercedes-Benz,B-Class,28452,2024,Hatchback,Red,3,New,Hybrid,Automatic
16,Mercedes-Benz,Vito,15294,2024,Coupe,Blue,3,New,Gasoline,Manual
3,Audi,A3,34896,2024,Combie,White,5,New,Gasoline,Manual
7,BMW,X5,15574,2024,SUV,Blue,5,Used,Gasoline,Automatic
38,Mercedes-Benz,E-Class,19671,2024,Hatchback,Black,3,Used,Gasoline,Manual
25,Audi,A7,52601,2024,Combie,Blue,3,Used,Gasoline,Automatic
13,Audi,A8,31501,2024,SUV,Silver,3,Used,Electric,Manual
14,BMW,X5,59293,2024,SUV,Red,5,Used,Gasoline,Manual
8,BMW,X1,57991,2024,Hatchback,Silver,3,New,Gasoline,Manual
28,Audi,A6,34475,2024,Sedan,Black,3,New,Gasoline,Manual
17,BMW,3 Series,23924,2024,Sedan,White,5,Used,Hybrid,Manual
39,Audi,A4,49970,2024,Combie,Gray,3,New,Diesel,Automatic
25,Mercedes-Benz,S-Class,47647,2024,Combie,Gray,3,New,Electric,Manual
31,BMW,3 Series,49863,2024,SUV,Red,3,Used,Gasoline,Manual
15,Audi,A1,21743,2024,Coupe,Silver,3,New,Diesel,Manual
29,BMW,X3,24508,2024,Combie,Blue,3,New,Diesel,Manual
43,Audi,A3,15223,2024,Truck,White,3,Used,Diesel,Manual
1,BMW,X5,32709,2024,Coupe,Red,5,Used,Gasoline,Manual
49,BMW,1 Series,50149,2024,Combie,Gray,3,Used,Gasoline,Manual
23,BMW,X1,43400,2024,Sedan,Black,5,New,Electric,Manual
15,BMW,7 series,31795,2024,SUV,Black,5,New,Electric,Automatic
26,Mercedes-Benz,A-Class,53911,2024,SUV,Black,5,New,Diesel,Manual
35,BMW,5 series,47264,2024,SUV,Gray,3,Used,Diesel,Manual
34,Audi,Q7,23831,2024,Hatchback,Blue,3,Used,Diesel,Automatic
29,Mercedes-Benz,E-Class,46122,2024,Coupe,Gray,3,Used,Diesel,Manual
43,Mercedes-Benz,GLC,24220,2024,Hatchback,Red,5,Used,Hybrid,Manual
27,BMW,5 series,29904,2024,Sedan,Gray,5,Used,Gasoline,Automatic
22,BMW,6 series,43314,2024,Truck,Blue,3,Used,Gasoline,Automatic
47,Mercedes-Benz,A-Class,33936,2024,SUV,White,5,Used,Gasoline,Manual
8,Mercedes-Benz,A-Class,28332,2024,SUV,Red,3,Used,Gasoline,Automatic
10,Audi,A8,31064,2024,Coupe,Silver,5,Used,Electric,Manual
23,Mercedes-Benz,S-Class,37495,2024,Truck,Gray,3,Used,Gasoline,Manual
28,BMW,Ix1,58139,2024,Hatchback,White,5,New,Gasoline,Manual
4,BMW,3 Series,22782,2024,Truck,Silver,5,Used,Diesel,Automatic
38,Audi,A6,37753,2024,Combie,Silver,5,Used,Diesel,Manual
44,Audi,A8,40345,2024,Coupe,Blue,3,Used,Gasoline,Manual
16,Mercedes-Benz,S-Class,35986,2024,Hatchback,Black,5,Used,Diesel,Manual
10,Audi,Q5,53901,2024,Coupe,Silver,5,Used,Electric,Automatic
11,Mercedes-Benz,GLC,56383,2024,Truck,Gray,5,New,Gasoline,Automatic
20,Audi,A8,42908,2024,Coupe,Black,3,New,Diesel,Automatic
9,BMW,6 series,59039,2024,Sedan,Black,5,Used,Gasoline,Automatic
3,Audi,A4,53543,2024,Truck,Silver,3,Used,Gasoline,Automatic
22,Mercedes-Benz,GLC,28618,2024,Sedan,Black,3,Used,Electric,Automatic
11,Audi,A5,25247,2024,Sedan,White,5,New,Electric,Manual
4,Audi,A4,47684,2024,Coupe,Silver,3,Used,Gasoline,Manual
32,BMW,7 series,40906,2024,Truck,White,5,New,Diesel,Automatic
9,BMW,X1,29772,2024,Hatchback,Blue,5,New,Diesel,Manual
9,Mercedes-Benz,GLC,23215,2024,Combie,Silver,3,New,Diesel,Manual
42,Mercedes-Benz,GLC,22638,2024,Sedan,Silver,5,Used,Gasoline,Manual
24,Audi,A7,33432,2024,Hatchback,Black,3,New,Gasoline,Manual
23,Mercedes-Benz,A-Class,43683,2024,Truck,Blue,5,New,Gasoline,Automatic
4,Audi,Q5,37775,2024,Hatchback,Black,5,New,Gasoline,Automatic
30,Mercedes-Benz,E-Class,30439,2024,Coupe,Red,5,New,Gasoline,Automatic
23,Audi,A8,54892,2024,Coupe,Black,5,Used,Gasoline,Automatic
14,Mercedes-Benz,G-Class,50056,2024,Hatchback,Black,5,Used,Gasoline,Manual
32,BMW,X6,17733,2024,Coupe,Blue,5,Used,Gasoline,Manual
33,BMW,X5,18795,2024,Truck,Gray,5,Used,Diesel,Automatic
4,Audi,A8,30417,2024,Truck,Blue,5,New,Electric,Automatic
38,Audi,A4,42978,2024,Sedan,Red,3,Used,Gasoline,Manual
27,BMW,7 series,36894,2024,Combie,Black,3,New,Gasoline,Automatic
38,Audi,Q5,30077,2024,Truck,Silver,5,Used,Gasoline,Automatic
13,BMW,X1,33557,2024,Truck,White,3,New,Diesel,Manual
3,Mercedes-Benz,CLA,51656,2024,Truck,Black,5,New,Gasoline,Automatic
44,Mercedes-Benz,S-Class,41083,2024,Coupe,Black,5,Used,Electric,Manual
11,BMW,3 Series,15080,2024,Truck,White,5,Used,Diesel,Automatic
50,Audi,A5,36153,2024,SUV,Silver,3,New,Diesel,Automatic
27,Audi,A7,51833,2024,Truck,White,3,Used,Gasoline,Automatic
26,Mercedes-Benz,G-Class,39747,2024,Sedan,Blue,5,Used,Electric,Manual
32,Mercedes-Benz,A-Class,20108,2024,Combie,Blue,5,New,Gasoline,Manual
28,Audi,A8,42343,2024,Combie,Silver,3,Used,Gasoline,Automatic
18,Audi,A8,20218,2024,Sedan,Silver,3,Used,Gasoline,Manual
49,BMW,X6,30895,2024,Combie,Red,3,New,Gasoline,Manual
15,Mercedes-Benz,R-Class,25635,2024,Coupe,Red,3,New,Diesel,Manual
11,BMW,3 Series,28135,2024,SUV,Red,5,New,Gasoline,Manual
4,BMW,7 series,58081,2024,Truck,White,5,Used,Diesel,Automatic
9,BMW,X3,32700,2024,Hatchback,White,5,Used,Gasoline,Manual
9,BMW,X6,52729,2024,Combie,Blue,5,New,Gasoline,Manual
2,BMW,X5,55880,2024,Combie,Gray,5,New,Gasoline,Manual
14,BMW,6 series,59486,2024,Coupe,Gray,3,New,Diesel,Manual
23,Audi,A8,37785,2024,Coupe,Blue,5,New,Gasoline,Manual
25,BMW,6 series,28476,2024,Coupe,Red,3,Used,Electric,Automatic
29,Audi,A1,58518,2024,SUV,Black,3,Used,Gasoline,Manual
9,Mercedes-Benz,R-Class,56454,2024,Truck,Gray,5,Used,Gasoline,Automatic
26,Mercedes-Benz,CLA,42642,2024,Hatchback,Blue,5,Used,Gasoline,Automatic
40,Audi,A3,57785,2024,Hatchback,Gray,5,New,Diesel,Automatic
29,Audi,A5,23343,2024,Truck,Black,5,Used,Electric,Automatic
35,BMW,6 series,43653,2024,Truck,Black,5,Used,Gasoline,Manual
29,Audi,A1,25726,2024,Sedan,Gray,5,Used,Gasoline,Automatic
14,BMW,X3,57194,2024,Sedan,Black,3,New,Electric,Automatic
49,BMW,Ix1,51508,2024,Combie,Gray,3,New,Gasoline,Automatic
45,Audi,Q3,22154,2024,Combie,White,5,New,Electric,Automatic
21,Audi,Q3,37904,2024,Hatchback,Black,3,New,Gasoline,Manual
1,BMW,Ix1,29864,2024,Coupe,Red,5,New,Diesel,Manual
34,BMW,X6,50579,2024,Sedan,White,3,Used,Gasoline,Automatic
24,BMW,3 Series,58737,2024,Hatchback,Blue,5,Used,Gasoline,Manual
4,Audi,A6,34295,2024,Sedan,Blue,5,Used,Diesel,Automatic
17,Mercedes-Benz,GLC,26957,2024,SUV,Silver,5,New,Diesel,Manual
36,Audi,A1,48829,2024,Combie,Blue,5,Used,Gasoline,Automatic
40,Audi,Q7,19589,2024,Sedan,Silver,5,New,Electric,Manual
21,BMW,3 Series,38660,2024,SUV,White,3,Used,Electric,Automatic
6,Audi,A1,37175,2024,SUV,White,5,Used,Hybrid,Automatic
22,Mercedes-Benz,Vito,20665,2024,Hatchback,Silver,3,New,Gasoline,Automatic
41,Mercedes-Benz,CLA,32650,2024,Coupe,Red,5,New,Gasoline,Automatic
29,Mercedes-Benz,GLC,29668,2024,SUV,White,5,Used,Electric,Automatic
33,Audi,A7,52047,2024,Truck,Silver,5,Used,Gasoline,Automatic
10,Audi,Q7,28152,2024,Sedan,Gray,3,Used,Gasoline,Manual
41,BMW,X1,45313,2024,Truck,Red,5,New,Diesel,Manual
6,Mercedes-Benz,G-Class,24238,2024,Combie,Black,3,New,Gasoline,Automatic
8,Mercedes-Benz,C-Class,43598,2024,SUV,Red,3,New,Diesel,Manual
35,BMW,X1,30752,2024,Combie,Red,5,Used,Diesel,Automatic
11,BMW,X3,43218,2024,Coupe,White,5,New,Diesel,Automatic
1,BMW,1 Series,40363,2024,SUV,Gray,5,Used,Hybrid,Automatic
40,Audi,A8,53650,2024,SUV,Blue,3,New,Gasoline,Manual
10,Audi,A1,43821,2024,Combie,Silver,3,Used,Gasoline,Automatic
22,Audi,Q3,45688,2024,Sedan,White,3,New,Gasoline,Manual
29,Audi,Q7,23611,2024,Truck,Red,5,New,Diesel,Automatic
43,BMW,1 Series,29290,2024,Sedan,Silver,5,New,Gasoline,Manual
47,Mercedes-Benz,B-Class,55516,2024,Combie,Red,3,Used,Gasoline,Automatic
35,Audi,Q3,24597,2024,Hatchback,White,5,Used,Gasoline,Manual
10,Mercedes-Benz,R-Class,46102,2024,Hatchback,Silver,5,Used,Diesel,Manual
34,Audi,Q5,54953,2024,Combie,White,3,Used,Gasoline,Automatic
48,Mercedes-Benz,Vito,39268,2024,Combie,Black,3,New,Gasoline,Manual
47,BMW,6 series,47546,2024,Truck,Black,3,New,Gasoline,Automatic
44,Mercedes-Benz,B-Class,58620,2024,Sedan,White,5,Used,Gasoline,Manual
34,Mercedes-Benz,CLA,35068,2024,Sedan,Silver,5,Used,Diesel,Automatic
43,Mercedes-Benz,G-Class,38148,2024,Hatchback,Blue,3,New,Electric,Manual
32,Mercedes-Benz,C-Class,31955,2024,SUV,Silver,5,New,Diesel,Manual
11,Mercedes-Benz,C-Class,30182,2024,SUV,Black,3,Used,Diesel,Manual
26,Audi,A4,54438,2024,Sedan,Black,3,Used,Gasoline,Automatic
41,Audi,A7,54959,2024,Coupe,Black,3,New,Electric,Automatic
6,Audi,Q7,37776,2024,Combie,Blue,3,Used,Diesel,Automatic
38,Mercedes-Benz,Vito,47376,2024,Sedan,Gray,3,New,Gasoline,Automatic
15,Audi,Q3,50276,2024,Combie,Silver,5,Used,Diesel,Manual
